,NUMBER,BLOCK,PROCESS,BLOCKTYPE,SHIP TYPE,BLK_WT,BLK_LNTH,BLK_BDTH,BLK_HGHT,PCGCODE,SHIP,SHOP,INTRA,P_LT,LT
1638,2480,629,1,BLK,LNGC,134,19.6,16.5,2.8,CS1,C1E2,CAS,IN,19,12
1639,2480,641,1,BLK,LNGC,174,16.8,16.5,8.1,CS2,S2M2,TS3,IN,38,8
1640,2480,642,1,BLK,LNGC,213,18.8,16.5,8.1,CS2,S2M2,TS3,IN,35,7
1641,2480,639,1,BLK,LNGC,134,19.6,16.5,2.8,CS1,C1E2,CAS,IN,19,12
1642,2480,651,1,BLK,LNGC,173,16.8,16.5,8.1,CS2,S2M2,TS3,IN,38,6
1643,2480,652,1,BLK,LNGC,213,18.8,16.5,8.1,CS2,S2M2,TS3,IN,35,9
1644,2480,844,1,BLK,LNGC,98,12.7,18.6,7.9,FL1,E2H2,OFD,IN,39,14
1645,2480,813,1,BLK,LNGC,137,8.6,17.8,7.4,FB1,S4M4,OFD,IN,39,13
1646,2480,854,1,BLK,LNGC,92,12.7,17.2,7.9,FL1,E2H2,OFD,IN,35,13
1647,2480,855,1,BLK,LNGC,56,12.7,18.9,3.5,FL1,S1R1,OFD,IN,29,6
1648,2480,845,1,BLK,LNGC,59,12.7,20.3,3.5,FL1,S1R1,OFD,IN,29,4
1649,2480,405,1,BRC,LNGC,258,22.4,28.9,2.8,CT1,C1E2,CAS,IN,24,7
1650,2480,805,1,BLK,LNGC,43,8.9,14.1,3.6,FL1,C1S1,OFD,IN,25,8
1651,2480,814,1,BLK,LNGC,15,7.9,5.2,6.4,CT1,SCS6,PAS,IN,14,8
1652,2480,694,1,BRC,LNGC,30,18.8,7.2,3,CS2,R1G9,3DS,IN,24,7
1653,2480,684,1,BRC,LNGC,30,18.8,7.2,3,CS2,R3G9,OFD,IN,21,3
1654,2480,683,1,BRC,LNGC,17,19.5,3,3,CS2,C1S6,CAS,IN,24,6
1655,2480,693,1,BRC,LNGC,17,19.5,3,3,CS2,C5S6,CAS,IN,24,7
1656,2480,812,1,BRC,LNGC,10,4.6,8.2,2.5,FX2,C1S6,CAS,IN,13,6
1657,2480,888,1,BRC,LNGC,1,1,1,1,ZT1,SCG9,OFD,IN,4,0
1658,2480,311,1,BRC,LNGC,10,5.1,5.1,2,CD5,C1S6,CAS,IN,13,8
1659,2480,312,1,BRC,LNGC,10,5.1,5.1,2,CD5,C1S6,CAS,IN,13,3
1660,2480,612,1,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,IN,11,3
1661,2480,611,1,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,IN,13,7
1662,2480,313,1,BRC,LNGC,10,5.1,5.1,2,CD5,C1S6,CAS,IN,11,6
1663,2480,613,1,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,IN,13,8
1664,2480,314,1,BRC,LNGC,10,5.1,5.1,2,CD5,C1S6,CAS,IN,13,5
1665,2480,614,1,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,IN,11,4
1666,2481,101,1,BLK,LNGC,151,22,8.2,9.2,EB1,C1E2,OFD,IN,59,9
1667,2481,212,1,BLK,LNGC,199,19.2,19.6,3.2,CB2,C1E1,CAS,IN,45,13
1668,2481,292,1,BLK,LNGC,117,19.2,12.5,4.6,CS4,C1E1,OFD,IN,40,12
1669,2481,281,1,BLK,LNGC,135,20.5,11.3,4.2,CS4,T1E1,TBA,IN,32,11
1670,2481,131,1,BLK,LNGC,291,18.8,18,9.2,EB1,T1S2,TBA,IN,49,9
1671,2481,282,1,BLK,LNGC,117,19.2,12.5,4.6,CS4,C1E1,OFD,IN,35,12
1672,2481,121,1,BLK,LNGC,291,18.8,18,9.2,EB1,T1S2,TBA,IN,48,9
1673,2481,291,1,BLK,LNGC,135,20.5,11.3,4.2,CS4,C1E1,CAS,IN,33,9
1674,2481,251,1,BLK,LNGC,175,20.5,15.5,3.2,CB2,T4G9,TBA,IN,26,5
1675,2481,155,1,BLK,LNGC,202,21.9,23.3,5.2,EL1,C1M1,CAS,IN,49,8
1676,2481,241,1,BLK,LNGC,163,20.5,15.6,3.2,CB2,C1E2,CAS,IN,21,5
1677,2481,141,1,BLK,LNGC,210,21.3,14.7,9.2,EB1,C1S3,GBS,IN,43,12
1678,2481,151,1,BLK,LNGC,210,21.3,14.7,9.2,EB1,E1M1,GBS,IN,38,7
1679,2481,232,1,BLK,LNGC,298,20.2,20.7,7.6,CB1,T1H4,TBA,IN,31,6
1680,2481,222,1,BLK,LNGC,384,20.2,25.8,7.6,CB1,T1H4,TBA,IN,31,7
1681,2481,145,1,BLK,LNGC,170,21.9,23.2,5.2,EL1,C5S5,CAS,IN,30,7
1682,2481,134,1,BLK,LNGC,222,21.4,23.5,7.2,EL1,S2M2,3DS,IN,33,12
1683,2481,235,1,BLK,LNGC,297,20,15,7.6,CB1,C1E4,CAS,IN,29,5
1684,2481,124,1,BLK,LNGC,222,21.4,22.9,7.2,EL1,S2M2,3DS,IN,33,11
1685,2481,225,1,BLK,LNGC,382,20,25.8,7.6,CB1,C1E7,CAS,IN,29,9
1686,2481,239,1,BLK,LNGC,233,15.1,20.7,7.6,CB2,C1E4,CAS,IN,28,7
1687,2481,229,1,BLK,LNGC,304,15.1,25.8,7.6,CB2,C1E4,CAS,IN,28,7
1688,2481,135,1,BLK,LNGC,237,21.4,23.3,5.2,EL1,C1E4,CAS,IN,34,15
1689,2481,236,1,BLK,LNGC,241,15.1,20.7,7.6,CB1,C1E4,CAS,IN,29,6
1690,2481,228,1,BLK,LNGC,359,20,25.8,7.6,CB1,C1E7,CAS,IN,28,7
1691,2481,226,1,BLK,LNGC,312,15.1,25.8,7.6,CB1,C1E7,CAS,IN,29,7
1692,2481,227,1,BLK,LNGC,340,18.2,25.8,7.6,CB1,C1E7,CAS,IN,29,6
1693,2481,153,1,BLK,LNGC,183,21.9,22.5,5.3,EL1,N1L1,OFD,IN,24,8
1694,2481,143,1,BLK,LNGC,177,21.9,21.9,5.3,EL1,N1L1,OFD,IN,24,10
1695,2481,237,1,BLK,LNGC,262,18.2,20.7,7.6,CB1,C1E4,CAS,IN,30,7
1696,2481,431,1,BLK,LNGC,184,20.6,28.9,2.5,CT1,C1E1,CAS,IN,21,8
1697,2481,123,1,BLK,LNGC,126,21.4,11.7,5.3,EL1,T1P3,TBA,IN,31,8
1698,2481,154,1,BLK,LNGC,168,21.9,23.5,7.2,EL1,SCP2,PAS,IN,34,15
1699,2481,125,1,BLK,LNGC,236,21.4,23.2,5.2,EL1,SCP2,PAS,IN,27,12
1700,2481,238,1,BLK,LNGC,274,20,20.7,7.6,CB1,C1E4,CAS,IN,26,6
1701,2481,102,1,BLK,LNGC,84,21.3,8.2,9.2,EB1,C1M9,OFD,IN,15,10
1702,2481,113,1,BLK,LNGC,103,21.4,23.2,5.3,ED1,S9M9,OFD,IN,21,8
1703,2481,421,1,BLK,LNGC,165,20.5,28.9,2.5,CT1,C1E2,CAS,IN,15,5
1704,2481,181,1,BLK,LNGC,198,10.1,18.4,6.1,AL3,SCH2,GBS,IN,64,24
1705,2481,191,1,BLK,LNGC,180,10.1,16.6,6.1,AL3,SCH2,GBS,IN,64,17
1706,2481,144,1,BLK,LNGC,145,21.9,22.9,7.2,EL1,SCS1,PAS,IN,25,7
1707,2481,422,1,BLK,LNGC,272,20.5,28.9,2.8,CT1,C1E4,CAS,IN,22,9
1708,2481,432,1,BLK,LNGC,284,20.6,28.9,2.8,CT1,C1E2,CAS,IN,22,6
1709,2481,423,1,BLK,LNGC,272,20.5,28.9,2.8,CT1,C1E2,CAS,IN,22,6
1710,2481,433,1,BLK,LNGC,284,20.6,28.9,2.8,CT1,C1E4,CAS,IN,22,7
1711,2481,133,1,BLK,LNGC,126,21.4,11.7,5.3,EL1,T1P3,TBA,IN,27,7
1712,2481,132,1,BLK,LNGC,58,22.1,8,2.6,EL1,C1S3,OFD,IN,22,10
1713,2481,801,1,BLK,LNGC,294,20.5,21.1,7.4,FB1,S0M0,3DS,IN,50,15
1714,2481,194,1,BLK,LNGC,161,16.5,21.9,5.2,AL1,C1E6,CAS,IN,36,15
1715,2481,122,1,BLK,LNGC,58,22.1,8,2.6,EL1,C5R1,CAS,IN,23,9
1716,2481,184,1,BLK,LNGC,146,16.5,20.5,5.2,AL1,C1E6,CAS,IN,39,6
1717,2481,664,1,BLK,LNGC,148,19.4,15.8,5,CD2,SCE5,PAS,IN,31,6
1718,2481,424,1,BLK,LNGC,272,20.5,28.9,2.8,CT1,C1E4,CAS,IN,25,5
1719,2481,434,1,BLK,LNGC,284,20.6,28.9,2.8,CT1,C1E2,CAS,IN,25,8
1720,2481,674,1,BLK,LNGC,148,19.4,15.8,5,CD2,SCE5,PAS,IN,31,6
1721,2481,183,1,BLK,LNGC,50,6.6,20,2.7,AL1,SCS1,OFD,IN,34,14
1722,2481,665,1,BLK,LNGC,130,16.9,15.8,5,CD2,SCE4,PAS,IN,33,9
1723,2481,675,1,BLK,LNGC,131,16.9,15.8,5,CD2,SCE4,PAS,IN,33,6
1724,2481,182,1,BLK,LNGC,70,6.6,17.7,4.3,AL1,C1E2,OFD,IN,40,11
1725,2481,112,1,BLK,LNGC,55,16.1,23.2,2.6,ED1,C1S6,CAS,IN,12,7
1726,2481,193,1,BLK,LNGC,47,6.6,18.2,2.7,AL1,SCS1,OFD,IN,32,14
1727,2481,666,1,BLK,LNGC,129,16.9,15.8,5,CD2,SCE5,PAS,IN,33,6
1728,2481,621,1,BLK,LNGC,142,18.3,16.5,2.8,CS1,C1E2,CAS,IN,21,5
1729,2481,631,1,BLK,LNGC,144,18.3,16.5,2.8,CS1,SZE2,PAS,IN,21,8
1730,2481,676,1,BLK,LNGC,128,16.9,15.8,5,CD2,SCE5,PAS,IN,33,6
1731,2481,192,1,BLK,LNGC,58,6.6,15.9,4.3,AL1,C1E2,OFD,IN,35,11
1732,2481,623,1,BLK,LNGC,151,17.9,16.5,2.8,CS1,SZH2,PAS,IN,24,6
1733,2481,622,1,BLK,LNGC,149,18.8,16.5,2.8,CS1,SZE2,PAS,IN,21,9
1734,2481,632,1,BLK,LNGC,149,18.8,16.5,2.8,CS1,SZE2,PAS,IN,21,9
1735,2481,633,1,BLK,LNGC,151,17.9,16.5,2.8,CS1,SZH2,PAS,IN,24,7
1736,2481,667,1,BLK,LNGC,148,19.4,15.8,5,CD2,SCE5,PAS,IN,33,6
1737,2481,677,1,BLK,LNGC,148,19.4,15.8,5,CD2,SCE5,PAS,IN,33,6
1738,2481,668,1,BLK,LNGC,128,16.9,15.8,5,CD2,SCE4,PAS,IN,33,7
1739,2481,678,1,BLK,LNGC,128,16.9,15.8,5,CD2,SCE4,PAS,IN,33,6
1740,2481,634,1,BLK,LNGC,131,19.4,16.5,2.8,CS1,SZE2,PAS,IN,21,5
1741,2481,669,1,BLK,LNGC,119,16.9,15.8,5,CD2,SCP2,PAS,IN,36,7
1742,2481,679,1,BLK,LNGC,119,16.9,15.8,5,CD2,SCP2,PAS,IN,36,7
1743,2481,624,1,BLK,LNGC,130,19.4,16.5,2.8,CS1,SZE2,PAS,IN,21,6
1744,2481,626,1,BLK,LNGC,162,16.9,16.5,2.8,CS1,SZH2,PAS,IN,24,6
1745,2481,636,1,BLK,LNGC,162,16.9,16.5,2.8,CS1,SZH2,PAS,IN,24,6
1746,2481,635,1,BLK,LNGC,132,16.9,16.5,2.8,CS1,SCE2,PAS,IN,18,6
1747,2481,625,1,BLK,LNGC,132,16.9,16.5,2.8,CS1,SCE2,PAS,IN,18,6
1748,2481,637,1,BLK,LNGC,132,19.4,16.5,2.8,CS1,SZE2,PAS,IN,18,7
1749,2481,803,1,BLK,LNGC,127,19.3,12.4,8,FD1,C5S0,CAS,IN,38,12
1750,2481,627,1,BLK,LNGC,130,19.4,16.5,2.8,CS1,SZE2,PAS,IN,18,7
1751,2481,629,1,BLK,LNGC,162,16.9,16.5,2.8,CS1,SZH2,PAS,IN,20,7
1752,2481,639,1,BLK,LNGC,162,16.9,16.5,2.8,CS1,SZH2,PAS,IN,20,1
1753,2481,651,1,BLK,LNGC,163,19.5,16.5,8.1,CS2,S2M2,OFD,IN,35,11
1754,2481,844,1,BLK,LNGC,97,12.8,18.3,8,FL1,C1E2,OFD,IN,34,9
1755,2481,628,1,BLK,LNGC,132,16.9,16.5,2.8,CS1,E2H2,PBS,IN,15,7
1756,2481,641,1,BLK,LNGC,165,19.5,16.5,8.1,CS2,S2M2,OFD,IN,35,11
1757,2481,638,1,BLK,LNGC,132,16.9,16.5,2.8,CS1,E2H2,PBS,IN,15,7
1758,2481,824,1,BLK,LNGC,98,15.7,12.5,8,FL1,C5S1,CAS,IN,36,9
1759,2481,652,1,BLK,LNGC,202,18.8,16.5,8.1,CS2,S2M2,3DS,IN,35,9
1760,2481,642,1,BLK,LNGC,202,18.8,16.5,8.1,CS2,S2M2,3DS,IN,35,10
1761,2481,802,1,BLK,LNGC,44,13.2,6.3,7.4,FB1,C1S3,CAS,IN,24,7
1762,2481,854,1,BLK,LNGC,91,12.8,16.9,8,FL1,C1E2,OFD,IN,32,11
1763,2481,855,1,BLK,LNGC,59,12.8,19.5,3.6,FL1,S1R1,OFD,IN,28,7
1764,2481,845,1,BLK,LNGC,57,12.8,19.8,3.6,FL1,S1R1,OFD,IN,28,7
1765,2481,853,1,BLK,LNGC,63,12.8,12.6,7.9,CS2,E2H2,OFD,IN,29,9
1766,2481,834,1,BLK,LNGC,89,15.2,10.8,8,FL1,C1S1,CAS,IN,36,3
1767,2481,843,1,BLK,LNGC,63,12.8,12.6,7.9,CS2,E2H2,OFD,IN,31,9
1768,2481,825,1,BLK,LNGC,88,17,15.2,3.6,FL1,SZG8,PAS,IN,27,13
1769,2481,835,1,BLK,LNGC,85,17,14.9,3.6,FL1,SZG8,PAS,IN,27,12
1770,2481,810,1,BLK,LNGC,34,11.5,5.3,6.6,FB2,C1H2,CAS,IN,15,13
1771,2481,805,1,BLK,LNGC,39,9.1,13.9,3.6,FD1,C1S3,OFD,IN,27,14
1772,2481,804,1,BLK,LNGC,44,10.1,8.9,8,FD1,SCS1,PAS,IN,21,6
1773,2481,813,1,BLK,LNGC,25,7.9,8.4,6.4,CT1,C1S6,CAS,IN,14,4
1774,2481,405,1,BRC,LNGC,259,22.4,28.9,2.8,CT1,C1E4,CAS,IN,26,10
1775,2481,694,1,BRC,LNGC,29,18.8,7.2,3,CS2,R3G9,NPS,IN,15,6
1776,2481,684,1,BRC,LNGC,29,18.8,7.2,3,CS2,R1G9,NPS,IN,15,11
1777,2481,683,1,BRC,LNGC,19,19.5,3,3,CS2,C5S6,OFD,IN,14,17
1778,2481,693,1,BRC,LNGC,19,19.5,3,3,CS2,C5S6,OFD,IN,14,17
1779,2481,812,1,BRC,LNGC,10,4.6,8.2,2.5,FX2,C1S6,CAS,IN,13,7
1780,2481,888,1,BRC,LNGC,1,1,1,1,ZT1,G9G9,OFD,IN,8,0
1781,2481,312,1,BRC,LNGC,12,5.1,5.1,2,CD5,C1S6,CAS,IN,13,8
1782,2481,612,1,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,IN,28,6
1783,2482,226,1,BLK,LNGC,312,15.1,25.8,7.6,CB1,C1E7,CAS,IN,28,6
1784,2482,101,1,BLK,LNGC,151,22,8.2,9.2,EB1,C1S9,OFD,IN,66,15
1785,2482,235,1,BLK,LNGC,297,20,15,7.6,CB1,C1E4,CAS,IN,24,6
1786,2482,236,1,BLK,LNGC,241,15.1,20.7,7.6,CB1,SZE2,PAS,IN,28,5
1787,2482,225,1,BLK,LNGC,382,20,25.8,7.6,CB1,C1E7,CAS,IN,24,5
1788,2482,238,1,BLK,LNGC,274,20,20.7,7.6,CB1,C1E4,CAS,IN,22,5
1789,2482,228,1,BLK,LNGC,359,20,25.8,7.6,CB1,C1E7,CAS,IN,22,7
1790,2482,229,1,BLK,LNGC,304,15.1,25.8,7.6,CB2,C1E7,CAS,IN,26,6
1791,2482,239,1,BLK,LNGC,233,15.1,20.7,7.6,CB2,C1E4,OFD,IN,26,6
1792,2482,227,1,BLK,LNGC,340,18.2,25.8,7.6,CB1,C1E7,CAS,IN,24,6
1793,2482,237,1,BLK,LNGC,262,18.2,20.7,7.6,CB1,SZE2,PAS,IN,24,7
1794,2482,224,1,BLK,LNGC,339,18.2,25.8,7.6,CB1,C1E7,CAS,IN,22,6
1795,2482,234,1,BLK,LNGC,261,18.2,20.7,7.6,CB1,T1H4,TBA,IN,22,5
1796,2482,121,1,BLK,LNGC,291,18.8,18,9.2,EB1,C5S2,CAS,IN,48,13
1797,2482,131,1,BLK,LNGC,291,18.8,18,9.2,EB1,C5S2,CAS,IN,52,15
1798,2482,155,1,BLK,LNGC,202,21.9,23.3,5.2,EL1,C5M1,CAS,IN,64,13
1799,2482,151,1,BLK,LNGC,210,21.3,14.7,9.2,EB1,E3M3,3DS,IN,43,11
1800,2482,141,1,BLK,LNGC,210,21.3,14.7,9.2,EB1,E3M3,3DS,IN,44,11
1801,2482,143,1,BLK,LNGC,177,21.9,21.9,5.3,EL1,C1S5,OFD,IN,45,17
1802,2482,153,1,BLK,LNGC,183,21.9,22.5,5.3,EL1,C1S5,OFD,IN,41,15
1803,2482,160,1,BLK,LNGC,112,9.2,8,8.4,AL2,S9M9,GBS,IN,52,32
1804,2482,221,1,BLK,LNGC,272,15,25.8,7.6,CB2,C1E7,GBS,IN,42,10
1805,2482,113,1,BLK,LNGC,103,21.4,23.2,5.3,ED1,S9M9,GBS,IN,23,11
1806,2482,231,1,BLK,LNGC,207,15,20.7,7.6,CB2,SZE2,PAS,IN,41,10
1807,2482,233,1,BLK,LNGC,318,19.9,20.7,7.6,CB1,C1E4,CAS,IN,36,6
1808,2482,223,1,BLK,LNGC,411,19.9,25.8,7.6,CB1,C1E7,CAS,IN,36,6
1809,2482,170,1,BLK,LNGC,112,9.2,8,8.4,AL2,S9M9,GBS,IN,48,30
1810,2482,431,1,BLK,LNGC,184,20.6,28.9,2.5,CT1,C1E1,CAS,IN,24,10
1811,2482,232,1,BLK,LNGC,298,20.2,20.7,7.6,CB1,C1E4,GBS,IN,31,6
1812,2482,222,1,BLK,LNGC,384,20.2,25.8,7.6,CB1,C1E7,CAS,IN,31,6
1813,2482,291,1,BLK,LNGC,135,20.5,11.3,4.2,CS4,C1E1,OFD,IN,37,8
1814,2482,145,1,BLK,LNGC,170,21.9,23.2,5.2,EL1,C5S5,OFD,IN,34,9
1815,2482,281,1,BLK,LNGC,135,20.5,11.3,4.2,CS4,C1E1,OFD,IN,43,19
1816,2482,421,1,BLK,LNGC,165,20.5,28.9,2.5,CT1,C1E2,CAS,IN,20,9
1817,2482,212,1,BLK,LNGC,199,19.2,19.6,3.2,CB2,C1E6,CAS,IN,41,11
1818,2482,292,1,BLK,LNGC,117,19.2,12.5,4.6,CS4,T1E1,TBA,IN,52,13
1819,2482,102,1,BLK,LNGC,84,21.3,8.2,9.2,EB1,C1M9,CAS,IN,21,15
1820,2482,181,1,BLK,LNGC,198,10.1,18.4,6.1,AL3,C1E2,GBS,IN,49,11
1821,2482,191,1,BLK,LNGC,180,10.1,16.6,6.1,AL3,C1E2,GBS,IN,49,34
1822,2482,801,1,BLK,LNGC,294,20.5,21.1,7.4,FB1,S0M0,3DS,IN,56,18
1823,2482,282,1,BLK,LNGC,117,19.2,12.5,4.6,CS4,C1E1,OFD,IN,45,14
1824,2482,112,1,BLK,LNGC,55,16.1,23.2,2.6,ED1,C1S6,OFD,IN,24,17
1825,2482,251,1,BLK,LNGC,175,20.5,15.5,3.2,CB2,C1E1,CAS,IN,29,6
1826,2482,184,1,BLK,LNGC,146,16.5,20.5,5.2,AL1,E4H4,NPS,IN,33,11
1827,2482,241,1,BLK,LNGC,163,20.5,15.6,3.2,CB2,C1E2,CAS,IN,26,7
1828,2482,182,1,BLK,LNGC,70,6.6,17.7,4.3,AL1,C1E2,OFD,IN,40,11
1829,2482,193,1,BLK,LNGC,47,6.6,18.2,2.7,AL1,SCS1,OFD,IN,29,9
1830,2482,432,1,BLK,LNGC,284,20.6,28.9,2.8,CT1,C1E2,CAS,IN,22,6
1831,2482,422,1,BLK,LNGC,272,20.5,28.9,2.8,CT1,C1E2,CAS,IN,22,6
1832,2482,194,1,BLK,LNGC,161,16.5,21.9,5.2,AL1,C1E4,CAS,IN,28,8
1833,2482,183,1,BLK,LNGC,50,6.6,20,2.7,AL1,SCS1,OFD,IN,32,14
1834,2482,192,1,BLK,LNGC,58,6.6,15.9,4.3,AL1,C1E2,OFD,IN,32,11
1835,2482,633,1,BLK,LNGC,151,17.9,16.5,2.8,CS1,SZH2,PAS,IN,19,4
1836,2482,621,1,BLK,LNGC,142,18.3,16.5,2.8,CS1,C1E2,CAS,IN,16,6
1837,2482,623,1,BLK,LNGC,151,17.9,16.5,2.8,CS1,SZH2,PAS,IN,19,4
1838,2482,631,1,BLK,LNGC,144,18.3,16.5,2.8,CS1,SZE2,PAS,IN,16,6
1839,2482,632,1,BLK,LNGC,149,18.8,16.5,2.8,CS1,SCE2,PAS,IN,15,6
1840,2482,622,1,BLK,LNGC,149,18.8,16.5,2.8,CS1,SCE2,PAS,IN,15,6
1841,2482,652,1,BLK,LNGC,202,18.8,16.5,8.1,CS2,S2M2,OFD,IN,35,13
1842,2482,642,1,BLK,LNGC,202,18.8,16.5,8.1,CS2,S2M2,OFD,IN,35,13
1843,2482,802,1,BLK,LNGC,44,13.2,6.3,7.4,FB1,C1S3,CAS,IN,23,12
1844,2482,626,1,BLK,LNGC,162,16.9,16.5,2.8,CS1,SZE2,PAS,IN,17,7
1845,2482,636,1,BLK,LNGC,162,16.9,16.5,2.8,CS1,SZE2,PAS,IN,17,6
1846,2482,625,1,BLK,LNGC,132,16.9,16.5,2.8,CS1,SCE2,PAS,IN,15,6
1847,2482,635,1,BLK,LNGC,132,16.9,16.5,2.8,CS1,SCE2,PAS,IN,15,6
1848,2482,624,1,BLK,LNGC,130,19.4,16.5,2.8,CS1,SZE2,PAS,IN,18,7
1849,2482,629,1,BLK,LNGC,162,16.9,16.5,2.8,CS1,SZH2,PAS,IN,20,7
1850,2482,639,1,BLK,LNGC,162,16.9,16.5,2.8,CS1,SZH2,PAS,IN,20,6
1851,2482,634,1,BLK,LNGC,131,19.4,16.5,2.8,CS1,SZE2,PAS,IN,18,7
1852,2482,627,1,BLK,LNGC,130,19.4,16.5,2.8,CS1,SZE2,PAS,IN,18,6
1853,2482,637,1,BLK,LNGC,132,19.4,16.5,2.8,CS1,SZE2,PAS,IN,18,7
1854,2482,651,1,BLK,LNGC,163,19.5,16.5,8.1,CS2,S2M2,OFD,IN,32,12
1855,2482,824,1,BLK,LNGC,98,15.7,12.5,8,FL1,C5S1,CAS,IN,34,8
1856,2482,803,1,BLK,LNGC,127,19.3,12.4,8,FD1,C1S0,CAS,IN,31,12
1857,2482,641,1,BLK,LNGC,165,19.5,16.5,8.1,CS2,S2M2,OFD,IN,32,13
1858,2482,834,1,BLK,LNGC,89,15.2,10.8,8,FL1,C1S1,CAS,IN,34,7
1859,2482,638,1,BLK,LNGC,132,16.9,16.5,2.8,CS1,SZE2,PAS,IN,15,5
1860,2482,628,1,BLK,LNGC,132,16.9,16.5,2.8,CS1,SZE2,PAS,IN,15,6
1861,2482,844,1,BLK,LNGC,97,12.8,18.3,8,FL1,C1E2,CAS,IN,27,7
1862,2482,854,1,BLK,LNGC,91,12.8,16.9,8,FL1,C1E2,CAS,IN,26,8
1863,2482,835,1,BLK,LNGC,85,17,14.9,3.6,FL1,SZG8,PAS,IN,23,14
1864,2482,825,1,BLK,LNGC,88,17,15.2,3.6,FL1,SZG8,PAS,IN,26,13
1865,2482,855,1,BLK,LNGC,59,12.8,19.5,3.6,FL1,SCS1,PAS,IN,23,9
1866,2482,853,1,BLK,LNGC,63,12.8,12.6,7.9,CS2,SCE2,GBS,IN,21,7
1867,2482,845,1,BLK,LNGC,57,12.8,19.8,3.6,FL1,SCS1,PAS,IN,22,12
1868,2482,843,1,BLK,LNGC,63,12.8,12.6,7.9,CS2,SCE2,GBS,IN,21,12
1869,2482,805,1,BLK,LNGC,39,9.1,13.9,3.6,FD1,C1S3,OFD,IN,24,10
1870,2482,804,1,BLK,LNGC,44,10.1,8.9,8,FD1,SCS1,PAS,IN,21,13
1871,2482,813,1,BLK,LNGC,25,7.9,8.4,6.4,CT1,C1S6,CAS,IN,13,8
1872,2482,405,1,BRC,LNGC,259,22.4,28.9,2.8,CT1,C1E4,CAS,IN,24,7
1873,2482,810,1,BLK,LNGC,34,11.5,5.3,6.6,FB2,C5M9,CAS,IN,15,12
1874,2482,693,1,BRC,LNGC,19,19.5,3,3,CS2,C5S6,CAS,IN,15,7
1875,2482,683,1,BRC,LNGC,19,19.5,3,3,CS2,C5S6,CAS,IN,15,7
1876,2482,684,1,BRC,LNGC,29,18.8,7.2,3,CS2,R3G9,GBS,IN,22,8
1877,2482,694,1,BRC,LNGC,29,18.8,7.2,3,CS2,R1G9,GBS,IN,22,8
1878,2482,812,1,BRC,LNGC,10,4.6,8.2,2.5,FX2,C1S6,CAS,IN,18,12
1879,2483,121,1,BLK,LNGC,291,18.8,18,9.2,EB1,C1S2,CAS,IN,91,15
1880,2483,155,1,BLK,LNGC,202,21.9,23.3,5.2,EL1,C1M1,OFD,IN,54,14
1881,2483,101,1,BLK,LNGC,151,22,8.2,9.2,EB1,C1E2,TS3,IN,32,13
1882,2483,131,1,BLK,LNGC,291,18.8,18,9.2,EB1,T1S2,TBA,IN,42,15
1883,2483,291,1,BLK,LNGC,135,20.5,11.3,4.2,CS4,C1E1,CAS,IN,31,13
1884,2483,281,1,BLK,LNGC,135,20.5,11.3,4.2,CS4,T1E1,TBA,IN,31,13
1885,2483,282,1,BLK,LNGC,117,19.2,12.5,4.6,CS4,C1E1,OFD,IN,34,10
1886,2483,292,1,BLK,LNGC,117,19.2,12.5,4.6,CS4,T1E1,TBA,IN,34,9
1887,2483,212,1,BLK,LNGC,199,19.2,19.6,3.2,CB2,C1E6,CAS,IN,35,9
1888,2483,141,1,BLK,LNGC,210,21.3,14.7,9.2,EB1,E3M3,GBS,IN,45,13
1889,2483,151,1,BLK,LNGC,210,21.3,14.7,9.2,EB1,E3M3,GBS,IN,45,12
1890,2483,251,1,BLK,LNGC,175,20.5,15.5,3.2,CB2,C1E1,CAS,IN,30,7
1891,2483,145,1,BLK,LNGC,170,21.9,23.2,5.2,EL1,C5S5,CAS,IN,29,10
1892,2483,124,1,BLK,LNGC,222,21.4,22.9,7.2,EL1,S2M2,TS3,IN,42,16
1893,2483,134,1,BLK,LNGC,222,21.4,23.5,7.2,EL1,S2M2,TS3,IN,40,17
1894,2483,241,1,BLK,LNGC,163,20.5,15.6,3.2,CB2,C1E2,CAS,IN,25,10
1895,2483,801,1,BLK,LNGC,294,20.5,21.1,7.4,FB1,S0M0,TS3,IN,70,17
1896,2483,135,1,BLK,LNGC,237,21.4,23.3,5.2,EL1,C1E4,CAS,IN,27,13
1897,2483,194,1,BLK,LNGC,161,16.5,21.9,5.2,AL1,C1E4,OFD,IN,36,24
1898,2483,184,1,BLK,LNGC,146,16.5,20.5,5.2,AL1,E4H4,OFD,IN,36,13
1899,2483,221,1,BLK,LNGC,272,15,25.8,7.6,CB2,C1E7,GBS,IN,36,13
1900,2483,125,1,BLK,LNGC,236,21.4,23.2,5.2,EL1,C1M5,CAS,IN,27,16
1901,2483,231,1,BLK,LNGC,207,15,20.7,7.6,CB2,C1E4,GBS,IN,32,8
1902,2483,160,1,BLK,LNGC,112,9.2,8,8.4,AL2,S9M9,3DS,IN,58,48
